node1	node2	combined_score
KDR	FGFR2	0.511
KDR	HRAS	0.543
KDR	MAP2K1	0.548
KDR	IGF1R	0.552
KDR	ESR2	0.573
KDR	ERBB3	0.582
KDR	ERBB4	0.596
KDR	ERBB2	0.64
KDR	FGFR1	0.681
KDR	ESR1	0.688
KDR	IRS1	0.743
KDR	HIF1A	0.785
KDR	EGFR	0.805
KDR	FGF19	0.806
KDR	IGF2	0.862
KDR	IGF1	0.914
KDR	JAK2	0.926
KDR	EGF	0.928
KDR	HSP90AA1	0.954
KDR	GRB2	0.97
EGF	GATA3	0.415
EGF	FOXO3	0.451
EGF	MCL1	0.463
EGF	EZH2	0.472
EGF	IRS1	0.486
EGF	GRB7	0.503
EGF	KRT8	0.506
EGF	KRT19	0.573
EGF	ESR2	0.578
EGF	JAK2	0.588
EGF	FOXO1	0.636
EGF	IGF2	0.644
EGF	MAP2K1	0.686
EGF	MAPK8	0.719
EGF	FGF19	0.721
EGF	HSP90AA1	0.76
EGF	HIF1A	0.785
EGF	FOS	0.788
EGF	ESR1	0.802
EGF	HRAS	0.869
EGF	JUN	0.89
EGF	FGFR1	0.926
EGF	FGFR2	0.936
EGF	KIT	0.973
EGF	IGF1	0.995
EGF	GRB2	0.995
EGF	IGF1R	0.997
EGF	ERBB2	0.999
EGF	EGFR	0.999
EGF	ERBB4	0.999
EGF	ERBB3	0.999
ERBB3	FOXO3	0.419
ERBB3	MCL1	0.422
ERBB3	HIF1A	0.433
ERBB3	FBXW7	0.45
ERBB3	FGFR1	0.453
ERBB3	JUN	0.493
ERBB3	ESR2	0.532
ERBB3	ETS1	0.545
ERBB3	KIT	0.557
ERBB3	MAP2K1	0.559
ERBB3	FGFR2	0.63
ERBB3	ESR1	0.652
ERBB3	FGF19	0.726
ERBB3	IGF2	0.77
ERBB3	HRAS	0.798
ERBB3	IGF1	0.81
ERBB3	IRS1	0.87
ERBB3	HSP90AA1	0.916
ERBB3	IGF1R	0.933
ERBB3	JAK2	0.955
ERBB3	GRB7	0.964
ERBB3	GRB2	0.999
ERBB3	ERBB4	0.999
ERBB3	EGFR	0.999
ERBB3	ERBB2	0.999
ERBB2	MAP2K1	0.41
ERBB2	GREB1	0.438
ERBB2	MAPK8	0.439
ERBB2	ETS1	0.444
ERBB2	FOXO1	0.487
ERBB2	INPP4B	0.507
ERBB2	EIF4EBP1	0.525
ERBB2	FOS	0.53
ERBB2	FOXO3	0.545
ERBB2	FOXM1	0.547
ERBB2	EZH2	0.571
ERBB2	KRT8	0.633
ERBB2	GATA3	0.662
ERBB2	KRT19	0.665
ERBB2	HIF1A	0.69
ERBB2	MCL1	0.713
ERBB2	FBXW7	0.716
ERBB2	ESR2	0.717
ERBB2	FGFR1	0.737
ERBB2	FGFR2	0.744
ERBB2	JUN	0.759
ERBB2	FGF19	0.768
ERBB2	IGF2	0.819
ERBB2	HRAS	0.907
ERBB2	IRS1	0.909
ERBB2	JAK2	0.966
ERBB2	ESR1	0.976
ERBB2	IGF1	0.992
ERBB2	IGF1R	0.993
ERBB2	ERBB4	0.999
ERBB2	GRB7	0.999
ERBB2	EGFR	0.999
ERBB2	GRB2	0.999
ERBB2	HSP90AA1	0.999
EGFR	KIT	0.428
EGFR	FGFR1	0.479
EGFR	GATA3	0.512
EGFR	EIF4EBP1	0.542
EGFR	ETS1	0.545
EGFR	FOXM1	0.565
EGFR	MAP2K1	0.579
EGFR	FGFR2	0.608
EGFR	KRT19	0.622
EGFR	FOXO3	0.629
EGFR	FBXW7	0.674
EGFR	MCL1	0.675
EGFR	FOXO1	0.706
EGFR	EZH2	0.741
EGFR	KRT8	0.754
EGFR	ESR2	0.755
EGFR	FGF19	0.795
EGFR	MAPK8	0.83
EGFR	IGF2	0.854
EGFR	JUN	0.871
EGFR	HIF1A	0.934
EGFR	IRS1	0.939
EGFR	FOS	0.94
EGFR	GRB7	0.974
EGFR	JAK2	0.986
EGFR	ESR1	0.988
EGFR	IGF1R	0.989
EGFR	IGF1	0.991
EGFR	HRAS	0.994
EGFR	ERBB4	0.996
EGFR	GRB2	0.999
EGFR	HSP90AA1	0.999
KIT	FOXO3	0.407
KIT	ETS1	0.419
KIT	JUN	0.452
KIT	KRT8	0.52
KIT	FGFR2	0.529
KIT	MCL1	0.544
KIT	IGF1R	0.563
KIT	GATA3	0.583
KIT	EZH2	0.59
KIT	ESR1	0.592
KIT	KRT19	0.593
KIT	HIF1A	0.609
KIT	FBXW7	0.636
KIT	JAK2	0.707
KIT	HSP90AA1	0.708
KIT	FGF19	0.768
KIT	IGF2	0.833
KIT	IRS1	0.841
KIT	IGF1	0.86
KIT	GRB7	0.886
KIT	HRAS	0.962
KIT	GRB2	0.998
FGF19	ESR1	0.431
FGF19	MAPK8	0.457
FGF19	IGF1	0.489
FGF19	GRB2	0.534
FGF19	HRAS	0.575
FGF19	ERBB4	0.708
FGF19	IGF1R	0.718
FGF19	FGFR2	0.969
FGF19	FGFR1	0.991
MAP2K1	ETS1	0.4
MAP2K1	EZH2	0.411
MAP2K1	FOXO3	0.417
MAP2K1	EIF4EBP1	0.418
MAP2K1	IRS1	0.467
MAP2K1	HIF1A	0.511
MAP2K1	ESR1	0.521
MAP2K1	FBXW7	0.524
MAP2K1	MCL1	0.55
MAP2K1	FOS	0.652
MAP2K1	IGF1R	0.675
MAP2K1	IGF1	0.677
MAP2K1	JAK2	0.757
MAP2K1	HSP90AA1	0.798
MAP2K1	JUN	0.808
MAP2K1	GRB2	0.814
MAP2K1	MAPK8	0.934
MAP2K1	HRAS	0.989
IRS1	FOS	0.418
IRS1	HIF1A	0.451
IRS1	EIF4EBP1	0.575
IRS1	FOXO3	0.629
IRS1	HRAS	0.665
IRS1	JUN	0.701
IRS1	ERBB4	0.734
IRS1	FGFR2	0.817
IRS1	FGFR1	0.834
IRS1	FOXO1	0.854
IRS1	ESR1	0.903
IRS1	IGF2	0.928
IRS1	MAPK8	0.986
IRS1	JAK2	0.996
IRS1	IGF1	0.998
IRS1	GRB2	0.999
IRS1	IGF1R	0.999
FOS	FOXM1	0.412
FOS	GREB1	0.427
FOS	IGF2	0.441
FOS	IGF1R	0.49
FOS	GRB2	0.514
FOS	KRT19	0.525
FOS	EZH2	0.567
FOS	IGF1	0.585
FOS	HSP90AA1	0.604
FOS	MCL1	0.665
FOS	FOXO3	0.682
FOS	JAK2	0.715
FOS	ETS1	0.737
FOS	HRAS	0.763
FOS	HIF1A	0.805
FOS	FOXO1	0.809
FOS	GATA3	0.868
FOS	ESR2	0.961
FOS	MAPK8	0.986
FOS	JUN	0.999
FOS	ESR1	0.999
EZH2	ERBB4	0.412
EZH2	IGF2	0.45
EZH2	FOXO3	0.45
EZH2	FGFR2	0.453
EZH2	FGFR1	0.48
EZH2	MCL1	0.488
EZH2	IGF1R	0.505
EZH2	FOXO1	0.508
EZH2	HRAS	0.536
EZH2	GATA3	0.672
EZH2	FBXW7	0.691
EZH2	HSP90AA1	0.714
EZH2	HIF1A	0.715
EZH2	JAK2	0.768
EZH2	FOXM1	0.778
EZH2	JUN	0.852
EZH2	ESR1	0.915
HSP90AA1	IGF1	0.471
HSP90AA1	FOXO3	0.492
HSP90AA1	KRT19	0.522
HSP90AA1	FOXO1	0.648
HSP90AA1	GATA3	0.659
HSP90AA1	MAPK8	0.732
HSP90AA1	FGFR1	0.74
HSP90AA1	IGF1R	0.791
HSP90AA1	JAK2	0.791
HSP90AA1	JUN	0.798
HSP90AA1	ERBB4	0.809
HSP90AA1	HRAS	0.819
HSP90AA1	GRB2	0.835
HSP90AA1	MCL1	0.838
HSP90AA1	ESR2	0.884
HSP90AA1	ESR1	0.999
HSP90AA1	HIF1A	0.999
FOXO3	FBXW7	0.427
FOXO3	IGF2	0.445
FOXO3	JAK2	0.452
FOXO3	FOXM1	0.498
FOXO3	EIF4EBP1	0.525
FOXO3	GATA3	0.578
FOXO3	IGF1R	0.674
FOXO3	MCL1	0.705
FOXO3	ESR2	0.707
FOXO3	JUN	0.773
FOXO3	IGF1	0.803
FOXO3	ESR1	0.898
FOXO3	MAPK8	0.954
FOXO3	FOXO1	0.955
FOXO3	HIF1A	0.997
EIF4EBP1	IGF1R	0.506
EIF4EBP1	MCL1	0.509
EIF4EBP1	FOXO1	0.514
EIF4EBP1	FGFR1	0.532
EIF4EBP1	IGF1	0.571
EIF4EBP1	HIF1A	0.582
ERBB4	JUN	0.436
ERBB4	FBXW7	0.59
ERBB4	ESR2	0.606
ERBB4	IGF2	0.741
ERBB4	IGF1	0.789
ERBB4	HRAS	0.827
ERBB4	GRB7	0.827
ERBB4	ESR1	0.961
ERBB4	GRB2	0.999
FOXM1	IGF1R	0.437
FOXM1	GATA3	0.45
FOXM1	FBXW7	0.511
FOXM1	HIF1A	0.661
FOXM1	JUN	0.679
FOXM1	ESR1	0.79
ESR2	IGF2	0.401
ESR2	GREB1	0.494
ESR2	KRT8	0.534
ESR2	FGFR2	0.536
ESR2	HIF1A	0.676
ESR2	IGF1	0.731
ESR2	IGF1R	0.813
ESR2	MAPK8	0.923
ESR2	JUN	0.967
ESR2	ESR1	0.998
KRT19	GRB7	0.4
KRT19	GATA3	0.472
KRT19	ESR1	0.59
KRT19	KRT8	0.796
MCL1	HRAS	0.431
MCL1	IGF1R	0.492
MCL1	MAPK8	0.517
MCL1	IGF1	0.604
MCL1	JAK2	0.635
MCL1	FOXO1	0.643
MCL1	ESR1	0.653
MCL1	JUN	0.656
MCL1	HIF1A	0.825
MCL1	FBXW7	0.945
JUN	IGF2	0.407
JUN	FGFR1	0.414
JUN	IGF1R	0.574
JUN	GRB2	0.586
JUN	JAK2	0.621
JUN	IGF1	0.636
JUN	HRAS	0.778
JUN	FOXO1	0.792
JUN	ETS1	0.873
JUN	GATA3	0.897
JUN	HIF1A	0.961
JUN	FBXW7	0.997
JUN	MAPK8	0.999
JUN	ESR1	0.999
GATA3	FOXO1	0.5
GATA3	INPP4B	0.513
GATA3	FBXW7	0.522
GATA3	KRT8	0.541
GATA3	GREB1	0.563
GATA3	JAK2	0.574
GATA3	HIF1A	0.714
GATA3	ETS1	0.907
GATA3	ESR1	0.982
FOXO1	JAK2	0.478
FOXO1	FGFR1	0.535
FOXO1	IGF2	0.57
FOXO1	IGF1R	0.783
FOXO1	HIF1A	0.859
FOXO1	IGF1	0.91
FOXO1	ESR1	0.919
FOXO1	MAPK8	0.951
FOXO1	ETS1	0.978
GREB1	IGF1	0.455
GREB1	ESR1	0.983
JAK2	FGFR1	0.472
JAK2	MAPK8	0.518
JAK2	FBXW7	0.529
JAK2	ESR1	0.538
JAK2	HRAS	0.781
JAK2	HIF1A	0.784
JAK2	IGF1	0.829
JAK2	FGFR2	0.921
JAK2	IGF1R	0.981
JAK2	GRB2	0.987
GRB2	MAPK8	0.447
GRB2	IGF2	0.66
GRB2	IGF1	0.762
GRB2	GRB7	0.767
GRB2	ESR1	0.819
GRB2	HRAS	0.938
GRB2	FGFR1	0.961
GRB2	IGF1R	0.985
GRB2	FGFR2	0.993
ETS1	ESR1	0.403
ETS1	FGFR2	0.419
ETS1	HIF1A	0.544
IGF1	MAPK8	0.479
IGF1	HIF1A	0.698
IGF1	FGFR1	0.82
IGF1	FGFR2	0.866
IGF1	ESR1	0.964
IGF1	IGF2	0.998
IGF1	IGF1R	0.999
MAPK8	IGF1R	0.446
MAPK8	HIF1A	0.485
MAPK8	ESR1	0.964
MAPK8	HRAS	0.985
IGF2	HRAS	0.622
IGF2	HIF1A	0.68
IGF2	ESR1	0.734
IGF2	FGFR2	0.763
IGF2	FGFR1	0.785
IGF2	IGF1R	0.999
FGFR1	HIF1A	0.458
FGFR1	ESR1	0.555
FGFR1	FBXW7	0.576
FGFR1	IGF1R	0.627
FGFR1	FGFR2	0.853
FGFR1	HRAS	0.962
GRB7	ESR1	0.508
ESR1	FBXW7	0.413
ESR1	KRT8	0.646
ESR1	HRAS	0.715
ESR1	FGFR2	0.774
ESR1	HIF1A	0.948
ESR1	IGF1R	0.999
HRAS	HIF1A	0.446
HRAS	FBXW7	0.674
HRAS	IGF1R	0.949
HRAS	FGFR2	0.961
FGFR2	IGF1R	0.532
FGFR2	FBXW7	0.606
HIF1A	FBXW7	0.603
HIF1A	IGF1R	0.752
FBXW7	IGF1R	0.589
SNAI2	PARP1	0.43
SNAI2	MUC1	0.451
SNAI2	PDGFRB	0.478
SNAI2	PGR	0.48
SNAI2	PTK2	0.504
SNAI2	MET	0.504
SNAI2	SRC	0.574
SNAI2	PTEN	0.597
SNAI2	NOTCH1	0.614
SNAI2	STAT3	0.629
SNAI2	PDGFRA	0.663
SNAI2	SMAD3	0.689
SNAI2	MYC	0.782
SNAI2	SMAD2	0.812
SNAI2	SMAD4	0.849
SNAI2	MDM2	0.853
SNAI2	SNAI1	0.864
PIK3R2	STAT3	0.724
PIK3R2	SHC1	0.731
PIK3R2	MET	0.768
PIK3R2	RET	0.782
PIK3R2	PLCG2	0.91
PIK3R2	PGR	0.912
PIK3R2	RAF1	0.925
PIK3R2	NTRK1	0.93
PIK3R2	NRAS	0.933
PIK3R2	PTK2	0.934
PIK3R2	PDGFRA	0.938
PIK3R2	MTOR	0.944
PIK3R2	SRC	0.959
PIK3R2	PTPN11	0.96
PIK3R2	PDGFRB	0.971
PIK3R2	PTEN	0.985
PIK3R2	PIK3R3	0.999
PIK3R2	PIK3R1	0.999
PIK3R2	PIK3CB	0.999
PIK3R2	PIK3CA	0.999
MLH1	MDM2	0.4
MLH1	NF2	0.412
MLH1	PGR	0.418
MLH1	PBRM1	0.425
MLH1	PTPN11	0.443
MLH1	NOTCH1	0.461
MLH1	SMARCA4	0.47
MLH1	PDGFRA	0.477
MLH1	PARP1	0.551
MLH1	RET	0.582
MLH1	NRAS	0.627
MLH1	MYC	0.655
MLH1	SMAD4	0.687
MLH1	RASSF1	0.721
MLH1	NF1	0.764
MLH1	PIK3CA	0.789
MLH1	PTEN	0.83
SNAI1	PIK3CA	0.405
SNAI1	PDGFRA	0.452
SNAI1	MUC1	0.47
SNAI1	PDGFRB	0.471
SNAI1	MTOR	0.479
SNAI1	NCOA3	0.49
SNAI1	PGR	0.496
SNAI1	SMARCA4	0.564
SNAI1	PTK2	0.581
SNAI1	SRC	0.612
SNAI1	MYC	0.727
SNAI1	MET	0.731
SNAI1	NOTCH1	0.738
SNAI1	PTEN	0.755
SNAI1	SMAD2	0.782
SNAI1	STAT3	0.806
SNAI1	PARP1	0.842
SNAI1	MDM2	0.851
SNAI1	SMAD4	0.96
SNAI1	SMAD3	0.994
PDGFRA	MDM4	0.449
PDGFRA	SP1	0.463
PDGFRA	NF2	0.475
PDGFRA	SMAD4	0.51
PDGFRA	SMAD3	0.539
PDGFRA	MTOR	0.558
PDGFRA	NOTCH1	0.574
PDGFRA	MYC	0.589
PDGFRA	STAT5A	0.673
PDGFRA	NF1	0.804
PDGFRA	PTEN	0.828
PDGFRA	MDM2	0.843
PDGFRA	PLCG2	0.913
PDGFRA	STAT1	0.914
PDGFRA	PTK2	0.919
PDGFRA	SHC1	0.938
PDGFRA	PIK3R3	0.938
PDGFRA	SRC	0.954
PDGFRA	PIK3CB	0.957
PDGFRA	STAT3	0.961
PDGFRA	NRAS	0.967
PDGFRA	PDGFRB	0.989
PDGFRA	PIK3CA	0.99
PDGFRA	PTPN11	0.995
PDGFRA	PIK3R1	0.995
MDM2	RAF1	0.411
MDM2	NF2	0.42
MDM2	NTRK1	0.424
MDM2	PDGFRB	0.435
MDM2	MET	0.46
MDM2	SMAD4	0.487
MDM2	RBL2	0.495
MDM2	STAT5A	0.524
MDM2	PTK2	0.545
MDM2	NCOA3	0.577
MDM2	PGR	0.596
MDM2	MTOR	0.598
MDM2	SKP2	0.605
MDM2	SMAD2	0.605
MDM2	NRAS	0.609
MDM2	STAT1	0.622
MDM2	NF1	0.623
MDM2	SMARCA4	0.639
MDM2	PIK3CA	0.642
MDM2	PARP1	0.667
MDM2	PIK3R1	0.675
MDM2	STAT3	0.715
MDM2	SP1	0.799
MDM2	MYC	0.813
MDM2	NOTCH1	0.843
MDM2	SRC	0.882
MDM2	RASSF1	0.892
MDM2	PTEN	0.902
MDM2	RB1	0.999
MDM2	MDM4	0.999
PDGFRB	MET	0.406
PDGFRB	MKI67	0.448
PDGFRB	NOTCH1	0.474
PDGFRB	SMAD2	0.482
PDGFRB	MTOR	0.531
PDGFRB	NF1	0.546
PDGFRB	SMAD3	0.625
PDGFRB	MYC	0.674
PDGFRB	RAF1	0.742
PDGFRB	STAT1	0.816
PDGFRB	STAT5A	0.883
PDGFRB	STAT3	0.915
PDGFRB	PLCG2	0.917
PDGFRB	PTK2	0.925
PDGFRB	PTEN	0.95
PDGFRB	PIK3R3	0.955
PDGFRB	NRAS	0.959
PDGFRB	PIK3CB	0.96
PDGFRB	SHC1	0.961
PDGFRB	PIK3CA	0.976
PDGFRB	PTPN11	0.999
PDGFRB	PIK3R1	0.999
PDGFRB	SRC	0.999
RBL2	MYC	0.422
RBL2	SMARCA4	0.447
RBL2	PTEN	0.449
RBL2	SKP2	0.894
RBL2	RB1	0.949
SMAD2	MUC1	0.416
SMAD2	STAT5A	0.452
SMAD2	PTK2	0.528
SMAD2	MET	0.561
SMAD2	PIK3CA	0.583
SMAD2	SRC	0.612
SMAD2	PTEN	0.632
SMAD2	NOTCH1	0.663
SMAD2	MTOR	0.663
SMAD2	STAT1	0.665
SMAD2	PARP1	0.675
SMAD2	STAT3	0.69
SMAD2	NCOA3	0.709
SMAD2	SMARCA4	0.717
SMAD2	SP1	0.959
SMAD2	MYC	0.982
SMAD2	SMAD3	0.999
SMAD2	SMAD4	0.999
PIK3R3	SHC1	0.549
PIK3R3	STAT3	0.587
PIK3R3	RET	0.755
PIK3R3	MET	0.844
PIK3R3	PLCG2	0.909
PIK3R3	PGR	0.911
PIK3R3	RAF1	0.913
PIK3R3	NRAS	0.923
PIK3R3	NTRK1	0.924
PIK3R3	PTPN11	0.932
PIK3R3	MTOR	0.937
PIK3R3	PTEN	0.955
PIK3R3	SRC	0.961
PIK3R3	PTK2	0.971
PIK3R3	PIK3R1	0.997
PIK3R3	PIK3CA	0.999
PIK3R3	PIK3CB	0.999
PIK3CA	PDK1	0.413
PIK3CA	RASSF1	0.421
PIK3CA	MUC1	0.435
PIK3CA	MDM4	0.452
PIK3CA	RB1	0.478
PIK3CA	SMARCA4	0.509
PIK3CA	SMAD3	0.531
PIK3CA	NF2	0.57
PIK3CA	PARP1	0.617
PIK3CA	SHC1	0.637
PIK3CA	PBRM1	0.641
PIK3CA	MYC	0.74
PIK3CA	STAT1	0.74
PIK3CA	NOTCH1	0.786
PIK3CA	RICTOR	0.792
PIK3CA	NF1	0.793
PIK3CA	SMAD4	0.805
PIK3CA	STAT3	0.859
PIK3CA	RET	0.891
PIK3CA	PLCG2	0.928
PIK3CA	NTRK1	0.96
PIK3CA	MET	0.961
PIK3CA	PGR	0.961
PIK3CA	MTOR	0.963
PIK3CA	PTK2	0.97
PIK3CA	RAF1	0.972
PIK3CA	SRC	0.984
PIK3CA	PTPN11	0.99
PIK3CA	PTEN	0.995
PIK3CA	NRAS	0.995
PIK3CA	PIK3CB	0.998
PIK3CA	PIK3R1	0.999
STAT3	NF1	0.483
STAT3	NF2	0.5
STAT3	NRAS	0.535
STAT3	RB1	0.537
STAT3	SMARCA4	0.571
STAT3	NCOA1	0.653
STAT3	PARP1	0.657
STAT3	PIK3CB	0.667
STAT3	NOTCH1	0.677
STAT3	PTK6	0.707
STAT3	MUC1	0.752
STAT3	RAF1	0.762
STAT3	SMAD4	0.768
STAT3	PLCG2	0.781
STAT3	PTEN	0.794
STAT3	PGR	0.858
STAT3	NTRK1	0.884
STAT3	RET	0.887
STAT3	SHC1	0.893
STAT3	SMAD3	0.909
STAT3	PIK3R1	0.918
STAT3	SP1	0.923
STAT3	MTOR	0.926
STAT3	PTK2	0.928
STAT3	MET	0.981
STAT3	PTPN11	0.984
STAT3	MYC	0.985
STAT3	STAT5A	0.997
STAT3	STAT1	0.999
STAT3	SRC	0.999
RB1	SHC1	0.521
RB1	PARP1	0.533
RB1	SRC	0.592
RB1	MDM4	0.682
RB1	SP1	0.73
RB1	PTEN	0.734
RB1	PGR	0.782
RB1	PBRM1	0.785
RB1	RAF1	0.824
RB1	MYC	0.888
RB1	SMARCA4	0.979
RB1	SKP2	0.985
SKP2	NOTCH1	0.407
SKP2	SP1	0.414
SKP2	PTK2	0.415
SKP2	PARP1	0.457
SKP2	MTOR	0.549
SKP2	STAT1	0.581
SKP2	RASSF1	0.623
SKP2	PTEN	0.701
SKP2	SMAD4	0.775
SKP2	MYC	0.975
RICTOR	NF1	0.434
RICTOR	PIK3R1	0.472
RICTOR	PDK1	0.51
RICTOR	SHC1	0.584
RICTOR	SRC	0.611
RICTOR	NRAS	0.62
RICTOR	PIK3CB	0.705
RICTOR	MYC	0.708
RICTOR	SMAD4	0.765
RICTOR	PTEN	0.834
RICTOR	MTOR	0.999
MET	STAT5A	0.4
MET	NF2	0.416
MET	SMAD3	0.43
MET	SMAD4	0.463
MET	NF1	0.482
MET	NOTCH1	0.523
MET	RET	0.559
MET	MTOR	0.62
MET	NTRK1	0.646
MET	MYC	0.672
MET	PARP1	0.701
MET	PTEN	0.755
MET	MUC1	0.762
MET	PIK3R1	0.872
MET	PLCG2	0.916
MET	PIK3CB	0.925
MET	PTPN11	0.927
MET	PTK2	0.935
MET	NRAS	0.966
MET	SHC1	0.992
MET	SRC	0.993
PGR	NTRK1	0.408
PGR	STAT1	0.426
PGR	MTOR	0.488
PGR	SMARCA4	0.586
PGR	MKI67	0.644
PGR	SP1	0.663
PGR	MUC1	0.664
PGR	PTEN	0.667
PGR	MYC	0.705
PGR	PARP1	0.711
PGR	STAT5A	0.885
PGR	PIK3CB	0.92
PGR	PIK3R1	0.931
PGR	SRC	0.937
PGR	NCOA3	0.986
PGR	NCOA1	0.997
SP1	PTEN	0.43
SP1	MTOR	0.447
SP1	NF1	0.519
SP1	PARP1	0.545
SP1	SMARCA4	0.812
SP1	NCOA1	0.848
SP1	NCOA3	0.931
SP1	SMAD4	0.933
SP1	SRC	0.947
SP1	MYC	0.974
SP1	SMAD3	0.978
SMAD3	PTK2	0.456
SMAD3	NCOA3	0.488
SMAD3	STAT5A	0.502
SMAD3	SRC	0.562
SMAD3	NCOA1	0.573
SMAD3	PTEN	0.611
SMAD3	MTOR	0.67
SMAD3	MUC1	0.678
SMAD3	SMARCA4	0.698
SMAD3	PTPN11	0.731
SMAD3	STAT1	0.849
SMAD3	PARP1	0.869
SMAD3	NOTCH1	0.958
SMAD3	MYC	0.993
SMAD3	SMAD4	0.999
PTK2	SMAD4	0.414
PTK2	MTOR	0.451
PTK2	RAF1	0.527
PTK2	NF1	0.551
PTK2	PARP1	0.557
PTK2	NOTCH1	0.567
PTK2	NF2	0.578
PTK2	MYC	0.578
PTK2	PLCG2	0.636
PTK2	NRAS	0.655
PTK2	RET	0.664
PTK2	STAT1	0.85
PTK2	PIK3CB	0.93
PTK2	PIK3R1	0.988
PTK2	PTEN	0.995
PTK2	SHC1	0.995
PTK2	PTPN11	0.997
PTK2	SRC	0.999
STAT5A	PARP1	0.404
STAT5A	NCOA1	0.428
STAT5A	NOTCH1	0.459
STAT5A	MTOR	0.497
STAT5A	PIK3R1	0.58
STAT5A	SMARCA4	0.702
STAT5A	MYC	0.759
STAT5A	PTEN	0.783
STAT5A	SHC1	0.826
STAT5A	SRC	0.9
STAT5A	STAT1	0.969
STAT5A	PTPN11	0.974
SMAD4	NTRK1	0.417
SMAD4	STAT1	0.42
SMAD4	SHC1	0.421
SMAD4	MUC1	0.441
SMAD4	PIK3R1	0.453
SMAD4	MDM4	0.457
SMAD4	NF2	0.476
SMAD4	PTPN11	0.505
SMAD4	MTOR	0.54
SMAD4	RET	0.556
SMAD4	PBRM1	0.615
SMAD4	SMARCA4	0.644
SMAD4	NRAS	0.67
SMAD4	SRC	0.725
SMAD4	NOTCH1	0.811
SMAD4	NF1	0.873
SMAD4	PARP1	0.888
SMAD4	PTEN	0.912
SMAD4	MYC	0.931
SMARCA4	NRAS	0.401
SMARCA4	RASSF1	0.432
SMARCA4	NCOA1	0.445
SMARCA4	PIK3R1	0.55
SMARCA4	RET	0.581
SMARCA4	PTK6	0.624
SMARCA4	NOTCH1	0.665
SMARCA4	PTEN	0.705
SMARCA4	NF1	0.751
SMARCA4	STAT1	0.85
SMARCA4	MYC	0.974
SMARCA4	PARP1	0.996
SMARCA4	PBRM1	0.999
NF2	PTPN11	0.41
NF2	RET	0.444
NF2	MTOR	0.446
NF2	SRC	0.454
NF2	RASSF1	0.517
NF2	MYC	0.518
NF2	PBRM1	0.549
NF2	NRAS	0.568
NF2	PTEN	0.606
NF2	NF1	0.97
RET	MTOR	0.483
RET	MYC	0.507
RET	NOTCH1	0.513
RET	NTRK1	0.603
RET	PIK3CB	0.65
RET	PTEN	0.683
RET	NF1	0.839
RET	SRC	0.859
RET	NRAS	0.868
RET	PTPN11	0.871
RET	PIK3R1	0.898
RET	SHC1	0.983
RASSF1	PBRM1	0.46
RASSF1	MYC	0.54
RASSF1	PTEN	0.589
RASSF1	NRAS	0.96
NF1	PARP1	0.422
NF1	MKI67	0.475
NF1	SRC	0.476
NF1	MDM4	0.497
NF1	NTRK1	0.553
NF1	PBRM1	0.554
NF1	NOTCH1	0.588
NF1	PIK3R1	0.608
NF1	MTOR	0.616
NF1	MYC	0.643
NF1	RAF1	0.812
NF1	PTPN11	0.852
NF1	PTEN	0.874
NF1	NRAS	0.994
STAT1	NCOA1	0.435
STAT1	NOTCH1	0.444
STAT1	PARP1	0.452
STAT1	PTEN	0.541
STAT1	MUC1	0.573
STAT1	PIK3CB	0.611
STAT1	PLCG2	0.648
STAT1	SHC1	0.678
STAT1	PIK3R1	0.743
STAT1	MYC	0.781
STAT1	MTOR	0.827
STAT1	SRC	0.936
STAT1	PTPN11	0.961
MTOR	SHC1	0.458
MTOR	MDM4	0.476
MTOR	PBRM1	0.479
MTOR	PTPN11	0.499
MTOR	NTRK1	0.539
MTOR	RAF1	0.578
MTOR	NOTCH1	0.585
MTOR	PARP1	0.658
MTOR	NRAS	0.705
MTOR	MYC	0.73
MTOR	PDK1	0.763
MTOR	SRC	0.793
MTOR	PTEN	0.942
MTOR	PIK3CB	0.943
MTOR	PIK3R1	0.956
PARP1	MDM4	0.402
PARP1	PBRM1	0.453
PARP1	RAF1	0.469
PARP1	NRAS	0.472
PARP1	NOTCH1	0.486
PARP1	SRC	0.599
PARP1	PTEN	0.726
PARP1	MYC	0.762
MDM4	MYC	0.507
MDM4	PTEN	0.732
MKI67	PTEN	0.47
MKI67	MYC	0.53
NRAS	PBRM1	0.443
NRAS	NTRK1	0.625
NRAS	MYC	0.681
NRAS	SHC1	0.691
NRAS	NOTCH1	0.765
NRAS	PTEN	0.872
NRAS	PIK3CB	0.947
NRAS	PTPN11	0.952
NRAS	PIK3R1	0.956
NRAS	SRC	0.97
NRAS	RAF1	0.999
PTEN	PDK1	0.451
PTEN	MUC1	0.461
PTEN	NCOA3	0.569
PTEN	SHC1	0.569
PTEN	NTRK1	0.608
PTEN	PBRM1	0.622
PTEN	RAF1	0.661
PTEN	PTPN11	0.745
PTEN	NOTCH1	0.758
PTEN	SRC	0.837
PTEN	MYC	0.908
PTEN	PLCG2	0.931
PTEN	PIK3CB	0.984
PTEN	PIK3R1	0.997
NCOA3	NOTCH1	0.488
NCOA3	MYC	0.845
NCOA3	SRC	0.975
NCOA3	NCOA1	0.994
SRC	NTRK1	0.511
SRC	NCOA1	0.672
SRC	NOTCH1	0.72
SRC	MYC	0.805
SRC	RAF1	0.954
SRC	PIK3CB	0.967
SRC	PLCG2	0.975
SRC	MUC1	0.994
